review,translated_review,clean_text,sentiment
"cozy place , excellent service","Tempat nyaman, pelayanan memuaskan",nyaman layan muas,Positive
"Makanan enak, tempatnya juga enak Rekomended deh","Makanan enak, tempatnya juga enak Rekomended deh",makan enak tempat enak rekomended deh,Positive
"service nya ramah,makanan sama minumannya juga enak banget","pelayanannya ramah,makanan sama minumannya juga enak banget",layan ramah makan minum enak banget,Positive
"Suka banget pelayanan nya, ramah² juga","Suka banget pelayanannya, ramah² juga",suka banget layan ramah,Positive
Anti underrated! Must try,Anti diremehkan! Harus dicoba,anti remeh coba,Negative
makanan dan minuman enak🤩🤩,makanan dan minuman enak🤩🤩,makan minum enak,Positive
"Tempatnya bagus, suasananya nyaman, makanannya enak","Tempatnya bagus, suasananya nyaman, makanannya enak",tempat bagus suasana nyaman makan enak,Positive
"Suasanya sejuk, pelayannya ramah ramah murah senyum, makanannya worth it porsinya sesuai dengan harganya, trus ada colokannya juga bisa wfc mantapp 👍🏻👍🏻","Suasanya sejuk, pelayannya ramah ramah senyum, makanannya worth it porsinya sesuai dengan harganya, trus ada colokannya juga bisa wfc mantapp 👍🏻👍🏻",suasa sejuk layan ramah ramah senyum makan worth porsi sesuai harga colok wfc mantap,Positive
"pelayanan bagus sekali sama kak hafid, didampingi terus sampai ke meja, apalagi makanan dan minuman nya sangan enak sekali, dan gakan kapok deh buat kesini lagi","pelayanan bagus sekali sama kak hafid, didampingi terus sampai ke meja, apalagi makanan dan minuman nya sangan enak sekali, dan gakan kapok deh buat kesini lagi",layan bagus kak hafid damping meja makan minum nya sangan enak gakan kapok deh kesini,Positive
pelayanan bersama kak hafid sangat baik dan rekomendasikan menu menu yang cocok untuk mood saya hari ini,pelayanan bersama kak hafid sangat baik dan rekomendasikan menu menu yang cocok untuk mood saya hari ini,layan kak hafid rekomendasi menu menu cocok mood,Positive
"kerenn pelayanan nya, makasi buat ka hafid👍🏻👍🏻👍🏻","kerenn pelayanannya, makasi buat ka hafid👍🏻👍🏻👍🏻",keren layan terima kasih kak hafid,Positive
pelayanan ka hafid ramah banget humble suasana nya enak nyaman banget harus kesini,pelayanan ka hafid ramah banget suasana rendah hati nya enak nyaman banget harus kesini,layan kak hafid ramah banget suasana rendah hati nya enak nyaman banget kesini,Positive
"seruu nyamannn sore2 ngopi disinii, pelayanan dari ka hafid super humble 🤘🏼","seruu nyamannn sore2 ngopi disinii, pelayanan dari ka hafid super rendah hati 🤘🏼",seru nyamannn sore ngopi sini layan kak hafid super rendah hati,Positive
Pelayanan baik,Pelayanan yang baik,layan,Positive
"Suasananya nyaman, pagi-pagi beres olahraga makan menuju siang cocok disini, pelayanannya jg ramah, baik, cepat.. Kebetulan yg ngelayanin ada namanya a ojan baik banget nih thankyou yaa","Suasananya nyaman, pagi-pagi beres olahraga makan menuju siang cocok disini, pelayanannya jg ramah, baik, cepat.. Kebetulan yg ngelayanin ada namanya a ojan baik banget nih terima kasih yaa",suasana nyaman pagi pagi beres olahraga makan siang cocok layan ramah cepat ngelayanin nama a ojan banget nih terima kasih ya,Positive
"Makanan enak, layanan enak (dilayani dengan Ojan)","Makanan enak, layanan enak (dilayani dengan Ojan)",makan enak layan enak layan ojan,Positive
cozy bgt,nyaman bgt,nyaman banget,Positive
pelayanan nya mantap pertahanin,pelayanannya mantap pertahanin,layan mantap pertahanin,Positive
"Pelayanannya baik, pas awal dateng nanya meja kosong langsung dianterin ke meja nya (mas hafid) terus sempet nanya” soal meja juga sangat” informatif dan ramahh. Buat makanannya juga enak dan tempatnya comfy bgt buat nugas.","Pelayanannya baik, pas awal tanggal nanya meja kosong langsung dianterin ke meja nya (mas hafid) terus sempet nanya” soal meja juga sangat” informatif dan ramahh. Buat makanannya juga enak dan tempatnya nyaman bgt buat nugas.",layan pas tanggal meja kosong langsung antar meja nya mas hafid meja informatif ramahh makan enak tempat nyaman banget nugas,Positive
"Sangat sangat di sayangkan, untuk greeting nya mungkin kurang, seharusnya di info kalo disitu ga bisa pembayaran cash, dan sangat menyangkan untuk menu salted egg karage untuk fried egg nya ga ada panas panas nya, nasi nya bener bener dingin banget, terus untuk chicken nya ya alloh keras tolong! View okeh tapi pikir pikir lgi deh","Sangat sangat di sayangkan, untuk sapaan nya mungkin kurang, seharusnya di info kalo disitu ga bisa bayar tunai, dan sangat menyangkan untuk menu salted egg karage untuk fried egg nya ga ada panas panas nya, nasi nya bener bener dingin banget, terus untuk chicken nya ya alloh keras tolong! View okeh tapi pikir pikir lgi deh",sayang sapa nya info kalo situ bayar tunai nyang menu salted egg karage fried egg nya panas panas nya nasi nya dingin banget chicken nya ya allah keras tolong view okeh pikir pikir deh,Positive
"enakeenn buat nugas overall, harus coba kenalan sama servernya ka hafid karna baik bgtt","enakeenn buat nugas keseluruhan, harus coba kenalan sama servernya ka hafid karna baik bgtt",enakeenn nugas coba kenal servernya kak hafid banget,Positive
pelayanan bersama kak hafid sangat baik dan merekomendasikan menu menu yang cocok untuk mood saya hari ini,pelayanan bersama kak hafid sangat baik dan merekomendasikan menu menu yang cocok untuk mood saya hari ini,layan kak hafid rekomendasi menu menu cocok mood,Positive
"Fav spaghetti aglio olio tuna pertahankan rasanya, tempatnya cozy abis, cocok buat yg mau WFC karena senyaman itu sukses terus De.U Coffee✨","Fav spaghetti aglio olio tuna pertahankan rasanya, tempatnya nyaman abis, cocok buat yg mau WFC karena senyaman itu sukses terus De.U Coffee✨",favorit spaghetti aglio olio tuna tahan tempat nyaman habis cocok wfc nyaman sukses deh lu coffee,Positive
"So far pelayannya sangat helpful, makanannya juga enak, semoga bisa ditingkatkan lg -Hafid","Sejauh ini pelayannya sangat membantu, makanannya juga enak, semoga bisa ditingkatkan lg -Hafid",layan bantu makan enak moga tingkat hafid,Positive
"tempatnya cozy banget, makanannya enak, minumannya juga enak banget👍. Hafid","tempatnya nyaman banget, makanannya enak, minumannya juga enak banget👍. Hafid",tempat nyaman banget makan enak minum enak banget hafid,Positive
"pelayanan nya bagus, ramah banget tapi ada satu yg engga🤏🏻. buat makanan juga enakk bangett apalagi minumannya rekomen bangett buat kak hafid juga baikk bangett dan ramahh sekalii, suasananya asik cukup ramai jugaa","pelayanannya bagus, ramah banget tapi ada satu yg engga🤏🏻. buat makanan juga enakk bangett apalagi minumannya rekomen bangett buat kak hafid juga baikk bangett dan ramahh sekalii, suasananya asik cukup ramai jugaa",layan bagus ramah banget makan enakk banget minum rekomen banget kak hafid banget ramahh suasana asik ramai,Positive
"pelayanan ka hafid ramah banget, buat makanan minuman nya juga enak ramah dikantong , cocok buat kalian yang suka nongkrong .","pelayanan ka hafid ramah banget, buat makanan minumannya juga enak ramah dikantong , cocok buat kalian yang suka nongkrong .",layan kak hafid ramah banget makan minum enak ramah kantong cocok suka nongkrong,Positive
"good place, good food, good coffee, good service apalagi mas hafid good service bangett keren baik bangett⭐️⭐️⭐️","tempatnya bagus, makanannya enak, kopinya enak, pelayanannya bagus apalagi mas hafid pelayanannya bagus bangett keren bangett⭐️⭐️⭐️",tempat bagus makan enak kopi enak layan bagus mas hafid layan bagus banget keren banget,Positive
"Enak banget minuman sama makanannya sih tempatnya nyaman, apalagi pelayanan sama kak hafid ramah banget top markotop👍🏻🔥","Enak banget minuman sama makanannya sih tempatnya nyaman, apalagi pelayanan sama kak hafid ramah banget top markotop👍🏻🔥",enak banget minum makan sih tempat nyaman layan kak hafid ramah banget top markotop,Positive
"Tempat nya cozy, makanan dan minuman nya enak banget buat nongkrong lama 😍😍 Untuk pelayanan kak hafid oke bangett👌","Tempatnya nyaman, makanan dan minumannya enak banget buat nongkrong lama 😍😍 Untuk pelayanan kak hafid oke bangett👌",tempat nyaman makan minum enak banget nongkrong layan kak hafid oke banget,Positive
pelayanan sangat baik hapid,pelayanan sangat baik dan memuaskan,layan muas,Positive
"Tempatnya cozy banget, makanannya enak juga dan worth it. pelayanannya ramah dan cepat, next balalan jadi tempat favorite buat dikunjungi bersama teman dan keluarga pelayanan Hafid","Tempatnya nyaman banget, makanannya enak juga dan worth it. pelayanannya ramah dan cepat, next balalan jadi tempat favorit buat dikunjungi bersama teman dan keluarga pelayanan Hafid",tempat nyaman banget makan enak worth layan ramah cepat next balalan favorit kunjung teman keluarga layan hafid,Positive
pelayanan cukup baik,pelayanan cukup baik,layan,Positive
"makanan,minuman enak enakk pelayanan ka hafid ramah dan baik bngttt","makanan,minuman enak enakk pelayanan ka hafid ramah dan baik bngttt",makan minum enak enakk layan kak hafid ramah banget,Positive
Pengalaman berharga menikmati berbagai menu yang menarik dan lezat dengan harga yang terjangkau. Pelayanan yang diberikan sangat ramah terutama kak Hafid. Terima kasih untuk de.u Coffee.,Pengalaman berharga menikmati berbagai menu yang menarik dan lezat dengan harga yang terjangkau. Pelayanan yang diberikan sangat ramah terutama kak Hafid. Terima kasih untuk de.u Coffee.,alam harga nikmat menu tarik lezat harga jangkau layan ramah kak hafid terima kasih deh lu coffee,Positive
"Pelayanan nya ramah dan keren, aku req buat ngadain birthday nann di bantuin. Dan ka hafid bantu suksesin birthday nyaa😍😍","Pelayanannya ramah dan keren, aku req buat ngadain ulang tahun nann di bantuin. Dan ka hafid bantu suksesin ulang tahun nyaa😍😍",layan ramah keren req ada ulang nann bantuin kak hafid bantu suksesin ulang nya,Positive
"french toast enak pwolllllll , staff nya ramah 🤩","roti panggang perancis enak pwollllll, stafnya ramah 🤩",roti panggang perancis enak pwollllll staf ramah,Positive
"makanan nya enak, tempatnya nyaman, rekomendasi bgt","makanannya enak, tempatnya nyaman, rekomendasi bgt",makan enak tempat nyaman rekomendasi banget,Positive
Tempatnya yang super cozy dan pelayanan dari ka ojan baik banget,Tempatnya yang super nyaman dan pelayanan dari ka ojan baik banget,tempat super nyaman layan kak ojan banget,Positive
Pertama kali kesini dan langsung suka sama makanan dan tempatnya,Pertama kali kesini dan langsung suka sama makanan dan tempatnya,kali kesini langsung suka makan tempat,Positive
"Makanannya perfect, pelayanannya juga ok. A ojan ramah bangetttttt. Mantabbbb","Makanannya sempurna, pelayanannya juga ok. Ojannya ramah bangettttt. Mantabbbb",makan sempurna layan ok ojannya ramah banget mantabbbb,Positive
"untuk pelayanannya ramah banget, tempatnya nyaman. cocok untuk kumpul2 bareng temen, untuk rapat, dan kegiatan lainnya. recomended banget tempatnya","untuk pelayanannya ramah banget, tempatnya nyaman. cocok untuk kumpul2 bareng temen, untuk rapat, dan kegiatan lainnya. recomended banget tempatnya",layan ramah banget tempat nyaman cocok kumpul bareng teman rapat giat recomended banget tempat,Positive
"tempat nya enak bersih, makanan dan minumannya juga enak, terutama pelayanannya baik","tempatnya enak bersih, makanan dan minumannya juga enak, terutama pelayanannya baik",tempat enak bersih makan minum enak layan,Positive
"Tempatnya cozy bangett, cocok banget si buat nongkrong sambil nyantai liat view dago, dan pelayanan nya juga ramah ramah dan cepat, pasti jadi tempat favorite semua orangg","Tempatnya nyaman bangett, cocok banget buat nongkrong sambil nyantai liat view dago, dan pelayanannya juga ramah ramah dan cepat, pasti jadi tempat favorit semua orang",tempat nyaman banget cocok banget nongkrong nyantai lihat view dago layan ramah ramah cepat favorit orang,Positive
"KEREN PARAH PELAYANAN DARI WAITERSNYA MAS HAFID, COOZY ABIS 🤙🏿","KEREN PARAH PELAYANAN DARI WAITERSNYA MAS HAFID, COOZY ABIS 🤙🏿",keren parah layan waitersnya mas hafid coozy habis,Positive
"Best sih, dua kali ke sini, dua kali di layanin sama Mas Hafid. Biscop nya enak well beda dari yg lain","Best sih, dua kali ke sini, dua kali di layanin sama Mas Hafid. Biscopnya enak, beda dari yg lain",best sih kali kali layanin mas hafid biscopnya enak beda,Positive
"tempat ngopi yg cozy dan nyaman untuk berkumpul bersama teman teman, lalu untuk pelayanan sayang the best dan di layani oleh mas hafid","tempat ngopi yg nyaman untuk berkumpul bersama teman teman, lalu untuk pelayanan sayang yang terbaik dan di layani oleh mas hafid",ngopi nyaman kumpul teman teman layan sayang baik layan mas hafid,Positive
terbaik aja ini mahh,terbaik aja ini mahh,baik mah,Positive
Makanan nya topppp mas hafidz baik bangetttttt toppppp 🕺🏻🕺🏻🕺🏻🕺🏻🕺🏻💥💥💥💥💥💥💥,Makanan nya topppp mas hafidz baik bangetttttt toppppp 🕺🏻🕺🏻🕺🏻🕺🏻🕺🏻💥💥💥💥💥💥💥,makan nya topppp mas hafidz banget toppppp,Positive
Makanan dan minuman nya remonded Pelayanan nya memuaskan Pokok puas,Makanan dan minumannya remonded Pelayanannya memuaskan Pokok puas,makan minum remonded layan muas pokok puas,Positive
Makanannya enak kopinya enak Pelayanannya baik dan raman apalagi ojan bai banget,Makanannya enak kopinya enak Pelayanannya baik dan raman apalagi ojan bai banget,makan enak kopi enak layan ram ojan bai banget,Positive
Makanan enak Barista ramah Ojan ganteng 😘,Makanan enak Barista ramah Ojan ganteng 😘,makan enak barista ramah ojan ganteng,Positive
"makanan nya enak' bgttt, menu nya juga bervariasi dan pelayanannya baikkk. staff nya jugaa ramahh' bangettt. thank uuu ka anggaa untuk pelayanannya!!🤩🤩","makanannya enak' bgttt, menunya juga bervariasi dan pelayanannya baikkk. stafnya jugaa ramahh' bangettt. terima kasih uuu ka anggaa untuk pelayanannya!!🤩🤩",makan enak banget menu variasi layan baikkk staf ramahh banget terima kasih uuu kak anggaa layan,Positive
Sangat bangus,Sangat bangus,bangus,Negative
Kopi dan cemilan nya enak2 jd pasti mampir kalau ke bandung..hari ini beli kopi deu 500ml (botolan) tp ternyata ditutup nya ga rapet sama pegawainya jadi tumpah setengah lebih di plastiknya... so sad...tolong lebih hati2 yah mba karna tadi udah bela2in mampir buat bawa ke jakarta...,Kopi dan cemilan nya enak2 jd pasti mampir kalau ke bandung..hari ini beli kopi deu 500ml (botolan) tp ternyata ditutup nya ga rapet sama pegawainya jadi tumpah setengah lebih di plastiknya... so sad...tolong lebih hati2 yah mba karna tadi udah bela2in mampir buat bawa ke jakarta...,kopi cemilan nya enak mampir bandung beli kopi deu ml botol tutup nya rapet pegawai tumpah plastik sok sad tolong hati ya mbak bela mampir bawa jakarta,Positive
Pelayanannya sangat baik dan karyawan nya ramah ramah -ojannn,Pelayanannya sangat baik dan karyawannya ramah ramah -ojannn,layan karyawannya ramah ramah ojannn,Positive
super cozy and comfy!! makanannya juga enakk dan super cocok di lidah 😋😋❤️,sangat nyaman dan nyaman!! makanannya juga enakk dan super cocok di lidah 😋😋❤️,nyaman nyaman makan enakk super cocok lidah,Positive
